model_name,subset_name,binning_strategy,bin_index,bin_lower,bin_upper,sample_count,mean_predicted_probability,actual_up_ratio,probability_actual_gap,ece,mce,ece_definition
xgb_depth5_regularized_v1,NONOVERLAP_OFFSET_00,equal_frequency,5,0.5103040337562561,0.5267944931983948,4373,0.5185911504131363,0.5117768122570318,0.006814338156104549,0.0068892887774739155,0.013689430844641914,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth5_regularized_v1,NONOVERLAP_OFFSET_00,equal_frequency,6,0.5267959237098694,0.5445738434791565,4373,0.5355115141553463,0.5298422135833524,0.005669300571993885,0.0068892887774739155,0.013689430844641914,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth5_regularized_v1,NONOVERLAP_OFFSET_00,equal_frequency,7,0.54458087682724,0.5627877116203308,4373,0.5538153702079255,0.5634575806082781,-0.009642210400352624,0.0068892887774739155,0.013689430844641914,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth5_regularized_v1,NONOVERLAP_OFFSET_00,equal_frequency,8,0.5627992749214172,0.5865660309791565,4373,0.5730620973611243,0.5625428767436542,0.010519220617470126,0.0068892887774739155,0.013689430844641914,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth5_regularized_v1,NONOVERLAP_OFFSET_00,equal_frequency,9,0.5865792036056519,0.6964540481567383,4372,0.6088458134946971,0.6088746569075938,-2.8843412896661924e-05,0.0068892887774739155,0.013689430844641914,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_fixed_v1_reference,NONOVERLAP_OFFSET_00,equal_frequency,0,0.3541245758533478,0.44414231181144714,4373,0.41981236818260387,0.42327921335467644,-0.0034668451720725746,0.00750187892457244,0.014149008470843216,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_fixed_v1_reference,NONOVERLAP_OFFSET_00,equal_frequency,1,0.44414299726486206,0.4628966748714447,4373,0.4544580006201426,0.4434026983764006,0.01105530224374196,0.00750187892457244,0.014149008470843216,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_fixed_v1_reference,NONOVERLAP_OFFSET_00,equal_frequency,2,0.4628966748714447,0.4765501320362091,4373,0.46967153305350956,0.45552252458266634,0.014149008470843216,0.00750187892457244,0.014149008470843216,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_fixed_v1_reference,NONOVERLAP_OFFSET_00,equal_frequency,3,0.4765504002571106,0.49301692843437195,4373,0.48450486315297175,0.4738166018751429,0.010688261277828848,0.00750187892457244,0.014149008470843216,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_fixed_v1_reference,NONOVERLAP_OFFSET_00,equal_frequency,4,0.4930207431316376,0.5095400214195251,4372,0.5012859761755835,0.512580054894785,-0.011294078719201517,0.00750187892457244,0.014149008470843216,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_fixed_v1_reference,NONOVERLAP_OFFSET_00,equal_frequency,5,0.509540855884552,0.5258423686027527,4373,0.5175803614622282,0.510633432426252,0.006946929035976157,0.00750187892457244,0.014149008470843216,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_fixed_v1_reference,NONOVERLAP_OFFSET_00,equal_frequency,6,0.5258432030677795,0.5435097813606262,4373,0.5345014230272139,0.5387605762634348,-0.004259153236220836,0.00750187892457244,0.014149008470843216,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_fixed_v1_reference,NONOVERLAP_OFFSET_00,equal_frequency,7,0.543512225151062,0.5592044591903687,4373,0.5516808789462812,0.5522524582666362,-0.000571579320355009,0.00750187892457244,0.014149008470843216,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_fixed_v1_reference,NONOVERLAP_OFFSET_00,equal_frequency,8,0.5592066049575806,0.5799492597579956,4373,0.5686730699383256,0.5778641664761034,-0.009191096537777832,0.00750187892457244,0.014149008470843216,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_fixed_v1_reference,NONOVERLAP_OFFSET_00,equal_frequency,9,0.5799675583839417,0.7411713004112244,4372,0.6049518158483811,0.601555352241537,0.003396463606844091,0.00750187892457244,0.014149008470843216,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_low_learning_rate_v1,NONOVERLAP_OFFSET_00,equal_frequency,0,0.3650016486644745,0.4466089606285095,4373,0.42325514989779195,0.42053510176080494,0.0027200481369870078,0.006102901343303931,0.027537871001379,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_low_learning_rate_v1,NONOVERLAP_OFFSET_00,equal_frequency,1,0.4466175138950348,0.4645903408527374,4373,0.4566970978016551,0.4525497370226389,0.004147360779016229,0.006102901343303931,0.027537871001379,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_low_learning_rate_v1,NONOVERLAP_OFFSET_00,equal_frequency,2,0.4645933210849762,0.4781700670719147,4373,0.4711692453439356,0.4436313743425566,0.027537871001379,0.006102901343303931,0.027537871001379,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_low_learning_rate_v1,NONOVERLAP_OFFSET_00,equal_frequency,3,0.47818106412887573,0.49360790848731995,4373,0.4855844054278263,0.48547907614909674,0.00010532927872958231,0.006102901343303931,0.027537871001379,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_low_learning_rate_v1,NONOVERLAP_OFFSET_00,equal_frequency,4,0.49361059069633484,0.5098246932029724,4372,0.5018069981260793,0.5068618481244281,-0.00505484999834882,0.006102901343303931,0.027537871001379,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_low_learning_rate_v1,NONOVERLAP_OFFSET_00,equal_frequency,5,0.5098262429237366,0.525627076625824,4373,0.517736889679209,0.5126915161216556,0.005045373557553301,0.006102901343303931,0.027537871001379,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_low_learning_rate_v1,NONOVERLAP_OFFSET_00,equal_frequency,6,0.5256285071372986,0.5426846146583557,4373,0.5339221271202599,0.5360164646695632,-0.0020943375493033267,0.006102901343303931,0.027537871001379,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_low_learning_rate_v1,NONOVERLAP_OFFSET_00,equal_frequency,7,0.542686402797699,0.5575368404388428,4373,0.5504432558304599,0.5513377544020124,-0.0008944985715524378,0.006102901343303931,0.027537871001379,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_low_learning_rate_v1,NONOVERLAP_OFFSET_00,equal_frequency,8,0.557540774345398,0.5777891278266907,4373,0.5664912404851566,0.5787788703407272,-0.012287629855570525,0.006102901343303931,0.027537871001379,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_low_learning_rate_v1,NONOVERLAP_OFFSET_00,equal_frequency,9,0.5778076648712158,0.7074949741363525,4372,0.6006437402903652,0.6017840805123513,-0.0011403402219861691,0.006102901343303931,0.027537871001379,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
