fold_name,feature_index,feature_name,coefficient,absolute_coefficient,coefficient_rank,coefficient_sign
fold_2024,34,range_position_120m,-0.13844480616986604,0.13844480616986604,1,negative
fold_2024,35,support_distance_60m,0.029748770319816507,0.029748770319816507,10,positive
fold_2024,36,resistance_distance_60m,-0.0006246071688525657,0.0006246071688525657,55,negative
fold_2024,37,vwap_distance_60m,-0.0078855883426947,0.0078855883426947,32,negative
fold_2024,38,signed_body_ratio,0.002380331591393063,0.002380331591393063,46,positive
fold_2024,39,absolute_body_ratio,-0.009337385241011452,0.009337385241011452,29,negative
fold_2024,40,upper_wick_ratio,-0.013125130675776689,0.013125130675776689,26,negative
fold_2024,41,lower_wick_ratio,-0.0029929986829825947,0.0029929986829825947,44,negative
fold_2024,42,close_location,0.005706159985353054,0.005706159985353054,36,positive
fold_2024,43,signed_body_mean_5m,0.00036164489114472826,0.00036164489114472826,59,positive
fold_2024,44,upper_wick_mean_15m,-0.015204372450920671,0.015204372450920671,21,negative
fold_2024,45,lower_wick_mean_15m,0.009334003613492216,0.009334003613492216,30,positive
fold_2024,46,is_zero_volume_1m,0.0008394577950068125,0.0008394577950068125,53,positive
fold_2024,47,log_quote_volume_zscore_60m,-0.03345416831266133,0.03345416831266133,7,negative
fold_2024,48,volume_ratio_5_60,-0.0043682021624695845,0.0043682021624695845,42,negative
fold_2024,49,volume_ratio_15_60,0.004811385676979579,0.004811385676979579,41,positive
fold_2024,50,taker_buy_quote_ratio_1m,0.008688655597592935,0.008688655597592935,31,positive
fold_2024,51,taker_buy_quote_ratio_5m,-0.0054237646564677874,0.0054237646564677874,39,negative
fold_2024,52,taker_buy_quote_ratio_15m,-0.0035606693860157374,0.0035606693860157374,43,negative
fold_2024,53,taker_buy_quote_ratio_60m,-0.01410034945326008,0.01410034945326008,25,negative
fold_2024,54,buy_pressure_change_5_60,0.0015561289161611404,0.0015561289161611404,50,positive
fold_2024,55,buy_pressure_persistence_15m,0.0007153616935867907,0.0007153616935867907,54,positive
fold_2024,56,buy_pressure_std_15m,0.014591916286888516,0.014591916286888516,23,positive
fold_2024,57,log_trade_count_zscore_60m,0.020163536244251195,0.020163536244251195,17,positive
fold_2024,58,log_avg_trade_quote_size_zscore_60m,0.021785952038982568,0.021785952038982568,15,positive
fold_2024,59,time_sin,-0.03382970444827969,0.03382970444827969,6,negative
fold_2024,60,time_cos,0.00038883947928854416,0.00038883947928854416,58,positive
fold_2024,61,weekday_sin,0.01460525351094991,0.01460525351094991,22,positive
fold_2024,62,weekday_cos,0.0018048129378296107,0.0018048129378296107,48,positive
fold_2024,63,is_weekend,0.009346071491700693,0.009346071491700693,28,positive
