fold_name,feature_index,feature_name,gain,total_gain,weight,cover,total_cover,normalized_gain,importance_rank
fold_2023,11,efficiency_ratio_15m,11.697833061218262,58.489166259765625,5.0,5925.6455078125,29628.228515625,0.0004361780572571207,50
fold_2023,12,efficiency_ratio_60m,33.97639083862305,1800.7486572265625,53.0,24944.27734375,1322046.75,0.013428932247539242,14
fold_2023,13,up_candle_ratio_15m,19.396635055541992,38.793270111083984,2.0,274.14849853515625,548.2969970703125,0.0002892975618177523,54
fold_2023,14,realized_volatility_5m,27.948532104492188,27.948532104492188,1.0,3581.047607421875,3581.047607421875,0.00020842383668770933,59
fold_2023,15,realized_volatility_15m,33.16193389892578,331.61932373046875,10.0,10963.712890625,109637.1328125,0.002473023324204513,32
fold_2023,16,realized_volatility_30m,23.075349807739258,461.5069885253906,20.0,14647.1376953125,292942.75,0.0034416497026400904,29
fold_2023,17,realized_volatility_60m,38.62139892578125,1892.448486328125,49.0,20763.634765625,1017418.0625,0.014112776040604959,13
fold_2023,18,realized_volatility_120m,42.3675422668457,3982.548828125,94.0,22246.1015625,2091133.625,0.029699524234424367,7
fold_2023,19,volatility_ratio_5_60,7.203264236450195,7.203264236450195,1.0,147.61973571777344,147.61973571777344,5.371773956582867e-05,61
fold_2023,20,volatility_ratio_15_120,20.143898010253906,322.3023681640625,16.0,12816.990234375,205071.84375,0.002403542908627082,33
fold_2023,21,normalized_atr_14,25.659908294677734,487.53826904296875,19.0,16599.74609375,315395.1875,0.0036357757962425376,28
fold_2023,22,normalized_atr_60,31.744155883789062,1936.3935546875,61.0,20429.017578125,1246170.125,0.014440492706250252,12
fold_2023,23,semivariance_imbalance_60m,19.283935546875,212.123291015625,11.0,23058.95703125,253648.53125,0.0015818916714124642,38
fold_2023,24,ema_distance_5,26.765344619750977,294.4187927246094,11.0,6578.53564453125,72363.890625,0.00219560348082694,35
fold_2023,25,ema_distance_20,49.59499740600586,1091.0899658203125,22.0,22038.3828125,484844.40625,0.008136712010402133,22
fold_2023,26,ema_distance_60,87.33857727050781,1135.4014892578125,13.0,20966.5390625,272565.0,0.008467161484091545,21
fold_2023,27,ema_distance_120,345.2973327636719,54211.6796875,157.0,64563.18359375,10136420.0,0.40427905950516135,1
fold_2023,28,ema_spread_5_20,50.19084548950195,1355.15283203125,27.0,23694.546875,639752.75,0.010105938712422406,16
fold_2023,29,ema_spread_20_60,238.2220458984375,9528.8818359375,40.0,34704.55078125,1388182.0,0.07106083797763027,3
fold_2023,30,normalized_slope_15m,31.332660675048828,344.6592712402344,11.0,76190.9140625,838100.0625,0.0025702676402934734,31
fold_2023,31,normalized_slope_60m,74.29511260986328,3491.870361328125,47.0,67191.2265625,3157987.5,0.026040330676512617,8
fold_2023,32,range_position_30m,26.764631271362305,187.3524169921875,7.0,10696.376953125,74874.640625,0.0013971649536453107,40
fold_2023,33,range_position_60m,23.02369499206543,207.2132568359375,9.0,20122.294921875,181100.65625,0.001545275502871943,39
fold_2023,34,range_position_120m,63.43815231323242,2093.458984375,33.0,44079.5546875,1454625.25,0.015611794989464285,11
fold_2023,35,support_distance_60m,30.61214828491211,1193.873779296875,39.0,29321.85546875,1143552.375,0.008903213688346635,20
fold_2023,36,resistance_distance_60m,27.60996437072754,579.8092651367188,21.0,16747.859375,351705.03125,0.004323879019301073,27
